driver_id,target_earnings,target_hours,current_earnings,current_hours,remaining_earnings,remaining_hours,projected_earnings,goal_pct_complete,shift_phase,forecast_status,message
DRV148,1182,8.5,543,6.3,639,2.2,732.62,45.9,peak,at_risk,You're ₹53/hr behind but peak hours are here. Complete 3 more trips in 2.2h to recover. Surge pricing could help close the gap.
DRV149,1213,7.5,676,5.5,537,2.0,921.82,55.7,peak,at_risk,You're ₹39/hr behind but peak hours are here. Complete 3 more trips in 2.0h to recover. Surge pricing could help close the gap.
DRV150,1168,8.2,992,2.8,176,5.3999999999999995,2905.17,84.9,mid,ahead,You're ahead of pace by ₹212/hr. On track to finish around ₹2905 — ₹1737 above your goal. You're in the middle of your shift.
DRV151,1694,9.5,1639,2.9,55,6.6,5369.12,96.8,mid,ahead,You're ahead of pace by ₹387/hr. On track to finish around ₹5369 — ₹3675 above your goal. You're in the middle of your shift.
DRV152,1615,8.7,767,1.9,848,6.799999999999999,3512.02,47.5,early,ahead,You're ahead of pace by ₹218/hr. On track to finish around ₹3512 — ₹1897 above your goal. You're early in your shift — plenty of time to build momentum.
DRV153,1639,9.3,1162,6.1,477,3.200000000000001,1771.57,70.9,peak,ahead,You're ahead of pace by ₹14/hr. On track to finish around ₹1772 — ₹133 above your goal. You're in peak hours — your best window to earn.
DRV154,1476,9.2,334,2.7,1142,6.499999999999999,1138.05,22.6,mid,at_risk,You're ₹37/hr behind pace. Aim for 6 more trips. You're in the middle of your shift.
DRV155,1395,9.8,357,2.2,1038,7.6000000000000005,1590.25,25.6,early,ahead,You're ahead of pace by ₹20/hr. On track to finish around ₹1590 — ₹195 above your goal. You're early in your shift — plenty of time to build momentum.
DRV156,1309,8.1,246,3.4,1063,4.699999999999999,586.04,18.8,mid,at_risk,You're ₹89/hr behind pace. Aim for 5 more trips. You're in the middle of your shift.
DRV157,1530,7.8,1520,1.6,10,6.199999999999999,7410.0,99.3,early,ahead,You're ahead of pace by ₹754/hr. On track to finish around ₹7410 — ₹5880 above your goal. You're early in your shift — plenty of time to build momentum.
DRV158,1632,8.6,1043,5.3,589,3.3,1692.41,63.9,peak,ahead,You're ahead of pace by ₹7/hr. On track to finish around ₹1692 — ₹60 above your goal. You're in peak hours — your best window to earn.
DRV159,1781,8.8,1323,4.4,458,4.4,2645.99,74.3,mid,ahead,You're ahead of pace by ₹98/hr. On track to finish around ₹2646 — ₹865 above your goal. You're in the middle of your shift.
DRV160,1275,9.2,664,4.6,611,4.6,1328.01,52.1,mid,ahead,You're ahead of pace by ₹6/hr. On track to finish around ₹1328 — ₹53 above your goal. You're in the middle of your shift.
DRV161,1566,9.8,1466,7.5,100,2.3000000000000007,1915.58,93.6,peak,ahead,You're ahead of pace by ₹36/hr. On track to finish around ₹1916 — ₹350 above your goal. You're in peak hours — your best window to earn.
DRV162,1782,9.2,530,3.0,1252,6.199999999999999,1625.35,29.7,mid,on_track,"You're on track. Earning ₹177/hr, need ₹194/hr. About 6 more trips should get you there. You're in the middle of your shift."
DRV163,1366,7.5,620,5.2,746,2.3,894.23,45.4,peak,at_risk,You're ₹63/hr behind but peak hours are here. Complete 4 more trips in 2.3h to recover. Surge pricing could help close the gap.
DRV164,1481,7.8,532,5.0,949,2.8,829.92,35.9,peak,at_risk,You're ₹83/hr behind but peak hours are here. Complete 5 more trips in 2.8h to recover. Surge pricing could help close the gap.
DRV165,1248,9.8,855,2.5,393,7.300000000000001,3351.6,68.5,mid,ahead,You're ahead of pace by ₹215/hr. On track to finish around ₹3352 — ₹2104 above your goal. You're in the middle of your shift.
DRV166,1585,9.6,1374,5.8,211,3.8,2274.22,86.7,peak,ahead,You're ahead of pace by ₹72/hr. On track to finish around ₹2274 — ₹689 above your goal. You're in peak hours — your best window to earn.
DRV167,1590,9.6,485,5.9,1105,3.6999999999999993,789.14,30.5,peak,at_risk,You're ₹83/hr behind but peak hours are here. Complete 6 more trips in 3.7h to recover. Surge pricing could help close the gap.
DRV168,1325,7.8,389,3.6,936,4.199999999999999,842.85,29.4,mid,at_risk,You're ₹62/hr behind pace. Aim for 5 more trips. You're in the middle of your shift.
DRV169,1327,9.1,769,2.8,558,6.3,2499.23,58.0,mid,ahead,You're ahead of pace by ₹129/hr. On track to finish around ₹2499 — ₹1172 above your goal. You're in the middle of your shift.
DRV170,1624,7.6,1204,3.6,420,3.9999999999999996,2541.76,74.1,mid,ahead,You're ahead of pace by ₹121/hr. On track to finish around ₹2542 — ₹918 above your goal. You're in the middle of your shift.
DRV171,1507,6.6,1075,3.9,432,2.6999999999999997,1819.23,71.3,mid,ahead,You're ahead of pace by ₹47/hr. On track to finish around ₹1819 — ₹312 above your goal. You're in the middle of your shift.
DRV172,1415,9.9,1348,2.1,67,7.800000000000001,6354.82,95.3,early,ahead,You're ahead of pace by ₹499/hr. On track to finish around ₹6355 — ₹4940 above your goal. You're early in your shift — plenty of time to build momentum.
DRV173,1395,6.7,1068,6.2,327,0.5,1154.13,76.6,late,at_risk,You're behind and time is short. At this pace you'll reach ₹1154 out of your ₹1395 goal. Push for 2 more trips — every one counts now.
DRV174,1247,6.8,1172,7.9,75,0.0,1172.0,94.0,late,at_risk,You're behind and time is short. At this pace you'll reach ₹1172 out of your ₹1247 goal. Push for 0 more trips — every one counts now.
DRV175,1484,6.4,1038,5.7,446,0.7000000000000002,1165.48,69.9,late,at_risk,You're behind and time is short. At this pace you'll reach ₹1165 out of your ₹1484 goal. Push for 2 more trips — every one counts now.
DRV176,1681,9.0,480,2.8,1201,6.2,1542.87,28.6,mid,on_track,"You're on track. Earning ₹171/hr, need ₹187/hr. About 6 more trips should get you there. You're in the middle of your shift."
DRV177,1409,9.3,822,4.7,587,4.6000000000000005,1626.49,58.3,mid,ahead,You're ahead of pace by ₹23/hr. On track to finish around ₹1626 — ₹217 above your goal. You're in the middle of your shift.
DRV178,1257,7.1,1167,2.3,90,4.8,3602.47,92.8,mid,ahead,You're ahead of pace by ₹330/hr. On track to finish around ₹3602 — ₹2345 above your goal. You're in the middle of your shift.
DRV179,1760,7.0,444,6.5,1316,0.5,478.16,25.2,late,at_risk,You're behind and time is short. At this pace you'll reach ₹478 out of your ₹1760 goal. Push for 7 more trips — every one counts now.
DRV180,1695,7.9,1093,7.1,602,0.8000000000000007,1216.15,64.5,late,at_risk,You're behind and time is short. At this pace you'll reach ₹1216 out of your ₹1695 goal. Push for 3 more trips — every one counts now.
DRV181,1482,8.1,1378,1.6,104,6.5,6976.12,93.0,early,ahead,You're ahead of pace by ₹678/hr. On track to finish around ₹6976 — ₹5494 above your goal. You're early in your shift — plenty of time to build momentum.
DRV182,1427,7.8,477,3.8,950,4.0,979.12,33.4,mid,at_risk,You're ₹57/hr behind pace. Aim for 5 more trips. You're in the middle of your shift.
DRV183,1149,7.2,742,5.7,407,1.5,937.27,64.6,peak,at_risk,You're ₹29/hr behind but peak hours are here. Complete 2 more trips in 1.5h to recover. Surge pricing could help close the gap.
DRV184,1196,8.4,371,5.0,825,3.4000000000000004,623.28,31.0,mid,at_risk,You're ₹68/hr behind pace. Aim for 4 more trips. You're in the middle of your shift.
DRV185,1198,8.1,560,6.9,638,1.1999999999999993,657.39,46.7,late,at_risk,You're behind and time is short. At this pace you'll reach ₹657 out of your ₹1198 goal. Push for 3 more trips — every one counts now.
DRV186,1596,7.6,533,2.2,1063,5.3999999999999995,1841.26,33.4,mid,ahead,You're ahead of pace by ₹32/hr. On track to finish around ₹1841 — ₹245 above your goal. You're in the middle of your shift.
DRV187,1672,8.5,1276,7.0,396,1.5,1549.44,76.3,late,at_risk,You're behind and time is short. At this pace you'll reach ₹1549 out of your ₹1672 goal. Push for 2 more trips — every one counts now.
DRV188,1178,6.5,334,7.5,844,0.0,334.0,28.4,late,at_risk,You're behind and time is short. At this pace you'll reach ₹334 out of your ₹1178 goal. Push for 4 more trips — every one counts now.
DRV189,1242,9.3,900,2.6,342,6.700000000000001,3219.21,72.5,mid,ahead,You're ahead of pace by ₹213/hr. On track to finish around ₹3219 — ₹1977 above your goal. You're in the middle of your shift.
DRV190,1245,8.8,829,2.3,416,6.500000000000001,3171.8,66.6,mid,ahead,You're ahead of pace by ₹219/hr. On track to finish around ₹3172 — ₹1927 above your goal. You're in the middle of your shift.
DRV191,1179,6.1,695,6.4,484,0.0,695.0,58.9,late,at_risk,You're behind and time is short. At this pace you'll reach ₹695 out of your ₹1179 goal. Push for 2 more trips — every one counts now.
DRV192,1707,6.2,443,7.4,1264,0.0,443.0,26.0,late,at_risk,You're behind and time is short. At this pace you'll reach ₹443 out of your ₹1707 goal. Push for 6 more trips — every one counts now.
DRV193,1198,9.1,1142,5.4,56,3.6999999999999993,1924.48,95.3,mid,ahead,You're ahead of pace by ₹80/hr. On track to finish around ₹1924 — ₹726 above your goal. You're in the middle of your shift.
DRV194,1129,6.4,1066,6.4,63,0.0,1066.0,94.4,late,at_risk,You're behind and time is short. At this pace you'll reach ₹1066 out of your ₹1129 goal. Push for 0 more trips — every one counts now.
DRV195,1612,9.1,1455,3.1,157,6.0,4271.1,90.3,mid,ahead,You're ahead of pace by ₹292/hr. On track to finish around ₹4271 — ₹2659 above your goal. You're in the middle of your shift.
DRV196,1114,8.1,932,2.7,182,5.3999999999999995,2796.03,83.7,mid,ahead,You're ahead of pace by ₹208/hr. On track to finish around ₹2796 — ₹1682 above your goal. You're in the middle of your shift.
DRV197,1319,9.7,1172,3.9,147,5.799999999999999,2914.96,88.9,mid,ahead,You're ahead of pace by ₹165/hr. On track to finish around ₹2915 — ₹1596 above your goal. You're in the middle of your shift.
DRV198,1285,9.3,977,4.3,308,5.000000000000001,2113.05,76.0,mid,ahead,You're ahead of pace by ₹89/hr. On track to finish around ₹2113 — ₹828 above your goal. You're in the middle of your shift.
DRV199,1226,7.9,478,4.7,748,3.2,803.44,39.0,mid,at_risk,You're ₹53/hr behind pace. Aim for 4 more trips. You're in the middle of your shift.
DRV200,1184,7.3,318,4.0,866,3.3,580.35,26.9,mid,at_risk,You're ₹83/hr behind pace. Aim for 4 more trips. You're in the middle of your shift.
DRV001,1331,8.2,795,7.9,536,0.29999999999999893,825.19,59.7,late,at_risk,You're behind and time is short. At this pace you'll reach ₹825 out of your ₹1331 goal. Push for 3 more trips — every one counts now.
DRV002,1795,7.5,226,8.0,1569,0.0,226.0,12.6,late,at_risk,You're behind and time is short. At this pace you'll reach ₹226 out of your ₹1795 goal. Push for 8 more trips — every one counts now.
DRV003,1635,8.6,374,2.3,1261,6.3,1398.44,22.9,mid,on_track,"You're on track. Earning ₹163/hr, need ₹190/hr. About 6 more trips should get you there. You're in the middle of your shift."
DRV004,1166,7.5,403,3.7,763,3.8,816.9,34.6,mid,at_risk,You're ₹47/hr behind pace. Aim for 4 more trips. You're in the middle of your shift.
DRV005,1611,7.1,1391,5.4,220,1.6999999999999993,1828.9,86.3,peak,ahead,You're ahead of pace by ₹31/hr. On track to finish around ₹1829 — ₹218 above your goal. You're in peak hours — your best window to earn.
DRV006,1514,10.0,1247,3.3,267,6.7,3778.8,82.4,mid,ahead,You're ahead of pace by ₹226/hr. On track to finish around ₹3779 — ₹2265 above your goal. You're in the middle of your shift.
DRV007,1609,6.9,475,1.7,1134,5.2,1927.93,29.5,early,ahead,You're ahead of pace by ₹46/hr. On track to finish around ₹1928 — ₹319 above your goal. You're early in your shift — plenty of time to build momentum.
DRV008,1283,7.5,869,2.5,414,5.0,2607.0,67.7,mid,ahead,You're ahead of pace by ₹177/hr. On track to finish around ₹2607 — ₹1324 above your goal. You're in the middle of your shift.
DRV009,1776,9.0,1771,4.7,5,4.3,3391.28,99.7,mid,ahead,You're ahead of pace by ₹179/hr. On track to finish around ₹3391 — ₹1615 above your goal. You're in the middle of your shift.
DRV010,1602,8.0,1310,3.7,292,4.3,2832.42,81.8,mid,ahead,You're ahead of pace by ₹154/hr. On track to finish around ₹2832 — ₹1230 above your goal. You're in the middle of your shift.
DRV011,1540,9.5,443,4.0,1097,5.5,1052.12,28.8,mid,at_risk,You're ₹51/hr behind pace. Aim for 5 more trips. You're in the middle of your shift.
