driver_id,timestamp,cumulative_earnings,elapsed_hours,trips_completed,recalc_velocity,shift_phase,forecast_status,message
DRV042,2024-02-06 09:42:00,2238,3.7,5,604.86,mid,achieved,Goal achieved! You've hit ₹2238 — past your target of ₹1298. Any more trips are pure bonus.
DRV099,2024-02-06 08:31:12,600,2.52,6,238.1,mid,ahead,You're ahead of pace by ₹92/hr. On track to finish around ₹1810 — ₹698 above your goal. You're in the middle of your shift.
DRV151,2024-02-06 08:21:00,1862,2.35,3,792.34,early,achieved,Goal achieved! You've hit ₹1862 — past your target of ₹1694. Any more trips are pure bonus.
DRV140,2024-02-06 06:30:00,317,0.5,4,634.0,early,ahead,You're ahead of pace by ₹407/hr. On track to finish around ₹3867 — ₹2482 above your goal. You're early in your shift — plenty of time to build momentum.
DRV062,2024-02-06 10:02:24,1318,4.04,2,326.24,mid,ahead,You're ahead of pace by ₹79/hr. On track to finish around ₹2284 — ₹553 above your goal. You're in the middle of your shift.
DRV176,2024-02-06 07:53:24,1914,1.89,6,1012.7,early,achieved,Goal achieved! You've hit ₹1914 — past your target of ₹1681. Any more trips are pure bonus.
DRV121,2024-02-06 08:46:48,1519,2.78,11,546.4,mid,ahead,You're ahead of pace by ₹330/hr. On track to finish around ₹4535 — ₹2735 above your goal. You're in the middle of your shift.
DRV047,2024-02-06 11:37:12,205,5.62,6,36.48,mid,at_risk,You're ₹92/hr behind pace. Aim for 5 more trips. You're in the middle of your shift.
DRV054,2024-02-06 12:03:36,1626,6.06,12,268.32,peak,achieved,Goal achieved! You've hit ₹1626 — past your target of ₹1419. Any more trips are pure bonus.
DRV142,2024-02-06 11:02:24,2316,5.04,11,459.52,late,achieved,Goal achieved! You've hit ₹2316 — past your target of ₹1616. Any more trips are pure bonus.
DRV148,2024-02-06 08:04:48,1280,2.08,2,615.38,early,achieved,Goal achieved! You've hit ₹1280 — past your target of ₹1182. Any more trips are pure bonus.
DRV142,2024-02-06 07:28:48,585,1.48,2,395.27,early,ahead,You're ahead of pace by ₹130/hr. On track to finish around ₹2411 — ₹795 above your goal. You're early in your shift — plenty of time to build momentum.
DRV164,2024-02-06 10:54:00,318,4.9,4,64.9,peak,at_risk,You're ₹125/hr behind but peak hours are here. Complete 6 more trips in 2.9h to recover. Surge pricing could help close the gap.
DRV055,2024-02-06 13:26:24,1975,7.44,9,265.46,late,achieved,Goal achieved! You've hit ₹1975 — past your target of ₹1551. Any more trips are pure bonus.
DRV041,2024-02-06 08:45:36,1554,2.76,13,563.04,mid,achieved,Goal achieved! You've hit ₹1554 — past your target of ₹1216. Any more trips are pure bonus.
DRV173,2024-02-06 10:30:00,977,4.5,1,217.11,peak,ahead,You're ahead of pace by ₹9/hr. On track to finish around ₹1455 — ₹60 above your goal. You're in peak hours — your best window to earn.
DRV188,2024-02-06 07:56:24,673,1.94,12,346.91,mid,ahead,You're ahead of pace by ₹166/hr. On track to finish around ₹2255 — ₹1077 above your goal. You're in the middle of your shift.
DRV117,2024-02-06 13:11:24,1184,7.19,6,164.67,peak,ahead,You're ahead of pace by ₹27/hr. On track to finish around ₹1597 — ₹259 above your goal. You're in peak hours — your best window to earn.
DRV195,2024-02-06 09:51:36,1649,3.86,15,427.2,mid,achieved,Goal achieved! You've hit ₹1649 — past your target of ₹1612. Any more trips are pure bonus.
DRV004,2024-02-06 07:00:36,1936,1.01,9,1916.83,early,achieved,Goal achieved! You've hit ₹1936 — past your target of ₹1133. Any more trips are pure bonus.
DRV167,2024-02-06 12:25:48,2213,6.43,10,344.17,peak,achieved,Goal achieved! You've hit ₹2213 — past your target of ₹1590. Any more trips are pure bonus.
DRV050,2024-02-06 11:43:48,1272,5.73,5,221.99,late,at_risk,You're behind and time is short. At this pace you'll reach ₹1465 out of your ₹1612 goal. Push for 2 more trips — every one counts now.
DRV019,2024-02-06 13:40:12,336,7.67,13,43.81,late,at_risk,You're behind and time is short. At this pace you'll reach ₹342 out of your ₹1392 goal. Push for 5 more trips — every one counts now.
DRV201,2024-02-06 12:03:36,929,6.06,8,153.3,late,at_risk,You're behind and time is short. At this pace you'll reach ₹nan out of your ₹nan goal. Push for 0 more trips — every one counts now.
DRV197,2024-02-06 13:01:48,2330,7.03,3,331.44,peak,achieved,Goal achieved! You've hit ₹2330 — past your target of ₹1319. Any more trips are pure bonus.
DRV018,2024-02-06 12:07:48,1943,6.13,9,316.97,late,achieved,Goal achieved! You've hit ₹1943 — past your target of ₹1671. Any more trips are pure bonus.
DRV144,2024-02-06 09:30:36,1748,3.51,4,498.01,mid,achieved,Goal achieved! You've hit ₹1748 — past your target of ₹1344. Any more trips are pure bonus.
DRV207,2024-02-06 06:31:48,903,0.53,4,1703.77,late,at_risk,You're behind and time is short. At this pace you'll reach ₹nan out of your ₹nan goal. Push for 0 more trips — every one counts now.
DRV032,2024-02-06 13:05:24,186,7.09,8,26.23,peak,at_risk,You're ₹103/hr behind but peak hours are here. Complete 5 more trips in 2.8h to recover. Surge pricing could help close the gap.
DRV025,2024-02-06 11:48:36,2213,5.81,5,380.9,peak,achieved,Goal achieved! You've hit ₹2213 — past your target of ₹1283. Any more trips are pure bonus.
DRV068,2024-02-06 12:53:24,1392,6.89,12,202.03,late,at_risk,You're behind and time is short. At this pace you'll reach ₹1392 out of your ₹1598 goal. Push for 1 more trips — every one counts now.
DRV146,2024-02-06 10:38:24,1249,4.64,4,269.18,mid,ahead,You're ahead of pace by ₹49/hr. On track to finish around ₹2127 — ₹386 above your goal. You're in the middle of your shift.
DRV061,2024-02-06 10:30:00,336,4.5,1,74.67,mid,at_risk,You're ₹79/hr behind pace. Aim for 4 more trips. You're in the middle of your shift.
DRV055,2024-02-06 13:34:12,756,7.57,15,99.87,late,at_risk,You're behind and time is short. At this pace you'll reach ₹869 out of your ₹1551 goal. Push for 4 more trips — every one counts now.
DRV072,2024-02-06 08:31:48,694,2.53,11,274.31,mid,ahead,You're ahead of pace by ₹105/hr. On track to finish around ₹2277 — ₹871 above your goal. You're in the middle of your shift.
DRV058,2024-02-06 13:55:12,1169,7.92,9,147.6,late,achieved,Goal achieved! You've hit ₹1169 — past your target of ₹1129. Any more trips are pure bonus.
DRV128,2024-02-06 06:30:36,625,0.51,11,1225.49,early,ahead,You're ahead of pace by ₹1028/hr. On track to finish around ₹8333 — ₹6992 above your goal. You're early in your shift — plenty of time to build momentum.
DRV095,2024-02-06 08:55:48,1661,2.93,5,566.89,mid,achieved,Goal achieved! You've hit ₹1661 — past your target of ₹1248. Any more trips are pure bonus.
DRV188,2024-02-06 09:33:36,697,3.56,5,195.79,mid,ahead,You're ahead of pace by ₹15/hr. On track to finish around ₹1273 — ₹95 above your goal. You're in the middle of your shift.
DRV177,2024-02-06 13:53:24,1479,7.89,14,187.45,late,achieved,Goal achieved! You've hit ₹1479 — past your target of ₹1409. Any more trips are pure bonus.
DRV115,2024-02-06 12:40:48,192,6.68,12,28.74,peak,at_risk,You're ₹129/hr behind but peak hours are here. Complete 7 more trips in 3.2h to recover. Surge pricing could help close the gap.
DRV170,2024-02-06 07:49:48,1295,1.83,9,707.65,early,ahead,You're ahead of pace by ₹494/hr. On track to finish around ₹5378 — ₹3754 above your goal. You're early in your shift — plenty of time to build momentum.
DRV104,2024-02-06 11:55:12,585,5.92,11,98.82,mid,at_risk,You're ₹45/hr behind pace. Aim for 4 more trips. You're in the middle of your shift.
DRV144,2024-02-06 13:01:48,1204,7.03,10,171.27,late,ahead,You're ahead of pace by ₹15/hr. On track to finish around ₹1473 — ₹129 above your goal. You're in the final stretch of your shift.
DRV064,2024-02-06 08:03:00,2406,2.05,4,1173.66,early,achieved,Goal achieved! You've hit ₹2406 — past your target of ₹1389. Any more trips are pure bonus.
DRV167,2024-02-06 08:31:12,1478,2.52,11,586.51,mid,ahead,You're ahead of pace by ₹421/hr. On track to finish around ₹5630 — ₹4040 above your goal. You're in the middle of your shift.
DRV116,2024-02-06 07:40:12,1769,1.67,12,1059.28,early,achieved,Goal achieved! You've hit ₹1769 — past your target of ₹1316. Any more trips are pure bonus.
DRV130,2024-02-06 09:15:36,1927,3.26,2,591.1,mid,achieved,Goal achieved! You've hit ₹1927 — past your target of ₹1585. Any more trips are pure bonus.
DRV028,2024-02-06 07:51:36,2181,1.86,14,1172.58,early,achieved,Goal achieved! You've hit ₹2181 — past your target of ₹1564. Any more trips are pure bonus.
DRV133,2024-02-06 07:55:12,871,1.92,12,453.65,early,ahead,You're ahead of pace by ₹248/hr. On track to finish around ₹3765 — ₹2059 above your goal. You're early in your shift — plenty of time to build momentum.
DRV008,2024-02-06 11:21:36,888,5.36,5,165.67,peak,on_track,"You're on track. Earning ₹166/hr, need ₹171/hr. About 3 more trips should get you there. You're in peak hours — your best window to earn."
DRV132,2024-02-06 13:08:24,817,7.14,11,114.43,late,at_risk,You're behind and time is short. At this pace you'll reach ₹817 out of your ₹1650 goal. Push for 4 more trips — every one counts now.
DRV139,2024-02-06 07:01:12,919,1.02,7,900.98,early,ahead,You're ahead of pace by ₹689/hr. On track to finish around ₹5676 — ₹4341 above your goal. You're early in your shift — plenty of time to build momentum.
DRV175,2024-02-06 09:54:36,1154,3.91,2,295.14,peak,ahead,You're ahead of pace by ₹63/hr. On track to finish around ₹1889 — ₹405 above your goal. You're in peak hours — your best window to earn.
DRV095,2024-02-06 07:31:48,2307,1.53,10,1507.84,early,achieved,Goal achieved! You've hit ₹2307 — past your target of ₹1248. Any more trips are pure bonus.
DRV062,2024-02-06 09:19:48,558,3.33,2,167.57,mid,at_risk,You're ₹80/hr behind pace. Aim for 6 more trips. You're in the middle of your shift.
DRV103,2024-02-06 12:13:48,205,6.23,3,32.91,peak,at_risk,You're ₹142/hr behind but peak hours are here. Complete 7 more trips in 2.6h to recover. Surge pricing could help close the gap.
DRV127,2024-02-06 12:16:48,1167,6.28,3,185.83,peak,ahead,You're ahead of pace by ₹10/hr. On track to finish around ₹1821 — ₹95 above your goal. You're in peak hours — your best window to earn.
