trip_id,driver_id,date,start_time,end_time,duration_min,distance_km,fare,surge_multiplier,pickup_location,dropoff_location,route,earnings_velocity,earnings_rating,motion_events_count,audio_events_count,flagged_count,stress_score,worst_event_type,trip_quality
TRIP147,DRV041,06-02-2024,16:28:00,17:20:00,52,17.0,432,1.2,Saket,South Delhi,Saket → South Delhi,498.46,excellent,9,6,8,1.0,sharp_turn,poor
TRIP148,DRV042,06-02-2024,17:05:00,18:05:00,60,26.5,636,1.3,Koregaon Park,Wakad,Koregaon Park → Wakad,636.0,excellent,18,2,18,0.862,sharp_turn,poor
TRIP149,DRV042,06-02-2024,18:40:00,19:23:00,43,15.7,305,1.0,Koregaon Park,Hadapsar,Koregaon Park → Hadapsar,425.58,excellent,12,5,9,0.581,sharp_turn,poor
TRIP150,DRV042,06-02-2024,19:34:00,20:34:00,60,27.6,597,1.3,Shivajinagar,Koregaon Park,Shivajinagar → Koregaon Park,597.0,excellent,28,0,26,0.52,sharp_turn,poor
TRIP151,DRV043,06-02-2024,12:19:00,13:12:00,53,24.5,644,1.2,Lower Parel,Juhu,Lower Parel → Juhu,729.06,excellent,27,4,25,0.862,sharp_turn,poor
TRIP152,DRV043,06-02-2024,13:32:00,14:27:00,55,23.5,701,1.4,Goregaon,Bandra,Goregaon → Bandra,764.73,excellent,9,0,8,0.52,sharp_turn,poor
TRIP153,DRV043,06-02-2024,14:41:00,15:18:00,37,19.0,569,1.5,Worli,Malad,Worli → Malad,922.7,excellent,8,2,8,0.52,sharp_turn,poor
TRIP154,DRV043,06-02-2024,15:33:00,16:00:00,27,11.0,376,1.5,Bandra,Colaba,Bandra → Colaba,835.56,excellent,6,0,6,0.52,sharp_turn,poor
TRIP155,DRV043,06-02-2024,16:22:00,16:46:00,24,7.5,189,1.2,Goregaon,Malad,Goregaon → Malad,472.5,excellent,19,0,3,0.52,sharp_turn,poor
TRIP156,DRV043,06-02-2024,17:08:00,17:52:00,44,22.8,707,1.5,Worli,Dadar,Worli → Dadar,964.09,excellent,8,3,8,0.62,harsh_brake,poor
TRIP157,DRV044,06-02-2024,12:14:00,12:58:00,44,13.4,351,1.2,Goregaon,BKC,Goregaon → BKC,478.64,excellent,0,3,0,-1.0,,average
TRIP158,DRV044,06-02-2024,13:15:00,13:55:00,40,12.9,467,1.6,Malad,Bandra,Malad → Bandra,700.5,excellent,12,0,12,0.52,sharp_turn,poor
TRIP159,DRV044,06-02-2024,14:31:00,15:10:00,39,18.7,548,1.4,Worli,Dadar,Worli → Dadar,843.08,excellent,6,0,5,0.52,sharp_turn,poor
TRIP160,DRV045,06-02-2024,06:12:00,06:54:00,42,17.6,525,1.5,Dadar,Powai,Dadar → Powai,750.0,excellent,5,1,5,0.52,sharp_turn,poor
TRIP161,DRV045,06-02-2024,07:30:00,08:19:00,49,24.9,613,1.2,Juhu,BKC,Juhu → BKC,750.61,excellent,14,0,13,0.52,sharp_turn,poor
TRIP162,DRV045,06-02-2024,08:37:00,09:29:00,52,17.4,404,1.1,Lower Parel,Worli,Lower Parel → Worli,466.15,excellent,7,3,7,0.52,sharp_turn,poor
TRIP163,DRV045,06-02-2024,10:00:00,11:00:00,60,20.4,534,1.1,Worli,Goregaon,Worli → Goregaon,534.0,excellent,11,7,11,1.0,sharp_turn,poor
TRIP164,DRV046,06-02-2024,06:24:00,06:53:00,29,9.6,224,1.1,Whitefield,Hebbal,Whitefield → Hebbal,463.45,excellent,9,0,5,0.52,sharp_turn,poor
TRIP165,DRV046,06-02-2024,07:23:00,08:23:00,60,22.5,468,1.1,Indiranagar,Marathahalli,Indiranagar → Marathahalli,468.0,excellent,17,1,17,0.52,sharp_turn,poor
TRIP166,DRV047,06-02-2024,06:15:00,07:15:00,60,23.4,555,1.2,Hadapsar,Wakad,Hadapsar → Wakad,555.0,excellent,6,0,6,0.52,sharp_turn,poor
TRIP167,DRV047,06-02-2024,07:35:00,08:05:00,30,15.5,403,1.4,Shivajinagar,Koregaon Park,Shivajinagar → Koregaon Park,806.0,excellent,10,0,9,0.52,sharp_turn,poor
TRIP168,DRV047,06-02-2024,08:39:00,09:02:00,23,9.9,235,1.4,Hadapsar,Hinjewadi,Hadapsar → Hinjewadi,613.04,excellent,8,0,6,0.52,sharp_turn,poor
TRIP169,DRV048,06-02-2024,06:08:00,06:52:00,44,23.1,433,1.1,Aundh,Koregaon Park,Aundh → Koregaon Park,590.45,excellent,65,0,6,0.52,sharp_turn,poor
TRIP170,DRV048,06-02-2024,07:27:00,08:08:00,41,13.6,288,1.2,Hadapsar,Hinjewadi,Hadapsar → Hinjewadi,421.46,excellent,18,0,17,0.52,sharp_turn,poor
TRIP171,DRV049,06-02-2024,06:27:00,07:12:00,45,24.4,458,1.1,Karol Bagh,Lajpat Nagar,Karol Bagh → Lajpat Nagar,610.67,excellent,10,4,10,1.0,sharp_turn,poor
TRIP172,DRV049,06-02-2024,07:42:00,08:01:00,19,7.1,237,1.6,Saket,Connaught Place,Saket → Connaught Place,748.42,excellent,4,0,4,0.52,sharp_turn,poor
TRIP173,DRV050,06-02-2024,06:24:00,07:24:00,60,22.0,462,1.1,Madhapur,Banjara Hills,Madhapur → Banjara Hills,462.0,excellent,60,0,7,0.52,sharp_turn,poor
TRIP174,DRV050,06-02-2024,07:44:00,08:29:00,45,22.9,595,1.4,Kondapur,LB Nagar,Kondapur → LB Nagar,793.33,excellent,16,0,14,0.52,sharp_turn,poor
TRIP175,DRV050,06-02-2024,08:59:00,09:57:00,58,27.1,766,1.6,Kondapur,Gachibowli,Kondapur → Gachibowli,792.41,excellent,23,0,22,0.52,sharp_turn,poor
TRIP176,DRV050,06-02-2024,10:33:00,10:54:00,21,6.3,159,1.2,Jubilee Hills,Gachibowli,Jubilee Hills → Gachibowli,454.29,excellent,0,0,0,-1.0,,average
